folder,filename,layer,group,score,kill_chain
malware,apt_ironhusky,dst-ioc,dst.malware,80,execution
malware,apt_irontiger,dst-ioc,dst.malware,80,execution
malware,apt_isoon,dst-ioc,dst.malware,80,execution
malware,apt_judgmentpanda,dst-ioc,dst.malware,80,execution
malware,apt_kapeka,dst-ioc,dst.malware,80,execution
malware,apt_karakurt,dst-ioc,dst.malware,80,execution
malware,apt_kasablanka,dst-ioc,dst.malware,80,execution
malware,apt_ke3chang,dst-ioc,dst.malware,80,execution
malware,apt_keyboy,dst-ioc,dst.malware,80,execution
malware,apt_kimsuky,dst-ioc,dst.malware,80,execution
malware,apt_kun3,dst-ioc,dst.malware,80,execution
malware,apt_lazarus,dst-ioc,dst.malware,80,execution
malware,apt_lazyscripter,dst-ioc,dst.malware,80,execution
malware,apt_leafminer,dst-ioc,dst.malware,80,execution
malware,apt_librarianghouls,dst-ioc,dst.malware,80,execution
malware,apt_longhorn,dst-ioc,dst.malware,80,execution
malware,apt_longnosedgoblin,dst-ioc,dst.malware,80,execution
malware,apt_lotusblossom,dst-ioc,dst.malware,80,execution
malware,apt_luckycat,dst-ioc,dst.malware,80,execution
malware,apt_luminousmoth,dst-ioc,dst.malware,80,execution
malware,apt_lyceum,dst-ioc,dst.malware,80,execution
malware,apt_machete,dst-ioc,dst.malware,80,execution
malware,apt_malkamak,dst-ioc,dst.malware,80,execution
malware,apt_marbleddust,dst-ioc,dst.malware,80,execution
malware,apt_menupass,dst-ioc,dst.malware,80,execution
malware,apt_mercenaryamanda,dst-ioc,dst.malware,80,execution
malware,apt_middleeast,dst-ioc,dst.malware,80,execution
malware,apt_middlefloor,dst-ioc,dst.malware,80,execution
malware,apt_miniduke,dst-ioc,dst.malware,80,execution
malware,apt_mirrorface,dst-ioc,dst.malware,80,execution
malware,apt_modifiedelephant,dst-ioc,dst.malware,80,execution
malware,apt_motorbeacon,dst-ioc,dst.malware,80,execution
malware,apt_moustachedbouncer,dst-ioc,dst.malware,80,execution
malware,apt_mudcarp,dst-ioc,dst.malware,80,execution
malware,apt_muddywater,dst-ioc,dst.malware,80,execution
malware,apt_murenshark,dst-ioc,dst.malware,80,execution
malware,apt_mustangpanda,dst-ioc,dst.malware,80,execution
malware,apt_naikon,dst-ioc,dst.malware,80,execution
malware,apt_nettraveler,dst-ioc,dst.malware,80,execution
malware,apt_newsbeef,dst-ioc,dst.malware,80,execution
malware,apt_newspenguin,dst-ioc,dst.malware,80,execution
malware,apt_nighteagle,dst-ioc,dst.malware,80,execution
malware,apt_noisybear,dst-ioc,dst.malware,80,execution
malware,apt_noname05716,dst-ioc,dst.malware,80,execution
malware,apt_novispy,dst-ioc,dst.malware,80,execution
malware,apt_obsmogwai,dst-ioc,dst.malware,80,execution
malware,apt_oceanlotus,dst-ioc,dst.malware,80,execution
malware,apt_oilalpha,dst-ioc,dst.malware,80,execution
malware,apt_oilrig,dst-ioc,dst.malware,80,execution
malware,apt_onyxsleet,dst-ioc,dst.malware,80,execution
malware,apt_opera1er,dst-ioc,dst.malware,80,execution
malware,apt_paperwerewolf,dst-ioc,dst.malware,80,execution
malware,apt_paragon,dst-ioc,dst.malware,80,execution
malware,apt_patchwork,dst-ioc,dst.malware,80,execution
malware,apt_peepingtitle,dst-ioc,dst.malware,80,execution
malware,apt_pegasus,dst-ioc,dst.malware,80,execution
malware,apt_pittytiger,dst-ioc,dst.malware,80,execution
malware,apt_pkplug,dst-ioc,dst.malware,80,execution
malware,apt_platinum,dst-ioc,dst.malware,80,execution
malware,apt_poisonneedles,dst-ioc,dst.malware,80,execution
malware,apt_pokingthebear,dst-ioc,dst.malware,80,execution
malware,apt_polonium,dst-ioc,dst.malware,80,execution
malware,apt_potao,dst-ioc,dst.malware,80,execution
malware,apt_predator,dst-ioc,dst.malware,80,execution
malware,apt_punishingowl,dst-ioc,dst.malware,80,execution
malware,apt_purplehaze,dst-ioc,dst.malware,80,execution
malware,apt_putterpanda,dst-ioc,dst.malware,80,execution
malware,apt_q015,dst-ioc,dst.malware,80,execution
malware,apt_q12,dst-ioc,dst.malware,80,execution
malware,apt_q27,dst-ioc,dst.malware,80,execution
malware,apt_quarian,dst-ioc,dst.malware,80,execution
malware,apt_quasar,dst-ioc,dst.malware,80,execution
malware,apt_rainbowhyena,dst-ioc,dst.malware,80,execution
malware,apt_rampantkitten,dst-ioc,dst.malware,80,execution
malware,apt_rancor,dst-ioc,dst.malware,80,execution
malware,apt_reaper,dst-ioc,dst.malware,80,execution
malware,apt_redbaldknight,dst-ioc,dst.malware,80,execution
malware,apt_redfoxtrot,dst-ioc,dst.malware,80,execution
malware,apt_redjuliett,dst-ioc,dst.malware,80,execution
malware,apt_rednovember,dst-ioc,dst.malware,80,execution
malware,apt_redoctober,dst-ioc,dst.malware,80,execution
malware,apt_redwolf,dst-ioc,dst.malware,80,execution
malware,apt_rnexus,dst-ioc,dst.malware,80,execution
malware,apt_rocketman,dst-ioc,dst.malware,80,execution
malware,apt_rusticweb,dst-ioc,dst.malware,80,execution
malware,apt_saguaro,dst-ioc,dst.malware,80,execution
malware,apt_sandman,dst-ioc,dst.malware,80,execution
malware,apt_sandworm,dst-ioc,dst.malware,80,execution
malware,apt_sauron,dst-ioc,dst.malware,80,execution
malware,apt_scanbox,dst-ioc,dst.malware,80,execution
malware,apt_scarletmimic,dst-ioc,dst.malware,80,execution
malware,apt_scieron,dst-ioc,dst.malware,80,execution
malware,apt_seaflower,dst-ioc,dst.malware,80,execution
malware,apt_sectora05,dst-ioc,dst.malware,80,execution
malware,apt_shamoon,dst-ioc,dst.malware,80,execution
malware,apt_sharppanda,dst-ioc,dst.malware,80,execution
malware,apt_shiqiang,dst-ioc,dst.malware,80,execution
malware,apt_sidewinder,dst-ioc,dst.malware,80,execution
malware,apt_silence,dst-ioc,dst.malware,80,execution
malware,apt_silencerlion,dst-ioc,dst.malware,80,execution
malware,apt_silentlynx,dst-ioc,dst.malware,80,execution
malware,apt_simbaa,dst-ioc,dst.malware,80,execution
malware,apt_skycloak,dst-ioc,dst.malware,80,execution
malware,apt_snowman,dst-ioc,dst.malware,80,execution
malware,apt_sobaken,dst-ioc,dst.malware,80,execution
malware,apt_sofacy,dst-ioc,dst.malware,80,execution
malware,apt_spacepirates,dst-ioc,dst.malware,80,execution
malware,apt_stealthfalcon,dst-ioc,dst.malware,80,execution
malware,apt_stolenpencil,dst-ioc,dst.malware,80,execution
malware,apt_stonedrill,dst-ioc,dst.malware,80,execution
malware,apt_stonefly,dst-ioc,dst.malware,80,execution
malware,apt_strongpity,dst-ioc,dst.malware,80,execution
malware,apt_stuxnet,dst-ioc,dst.malware,80,execution
malware,apt_ta2101,dst-ioc,dst.malware,80,execution
malware,apt_ta240524,dst-ioc,dst.malware,80,execution
malware,apt_ta410,dst-ioc,dst.malware,80,execution
malware,apt_ta416,dst-ioc,dst.malware,80,execution
malware,apt_ta428,dst-ioc,dst.malware,80,execution
malware,apt_ta555,dst-ioc,dst.malware,80,execution
malware,apt_ta5918,dst-ioc,dst.malware,80,execution
malware,apt_tag22,dst-ioc,dst.malware,80,execution
malware,apt_tag28,dst-ioc,dst.malware,80,execution
malware,apt_tajmahal,dst-ioc,dst.malware,80,execution
malware,apt_tealkurma,dst-ioc,dst.malware,80,execution
malware,apt_telebots,dst-ioc,dst.malware,80,execution
malware,apt_tempperiscope,dst-ioc,dst.malware,80,execution
malware,apt_temptingcedar,dst-ioc,dst.malware,80,execution
malware,apt_tengyunsnake,dst-ioc,dst.malware,80,execution
malware,apt_thewizards,dst-ioc,dst.malware,80,execution
malware,apt_tibet,dst-ioc,dst.malware,80,execution
malware,apt_tick,dst-ioc,dst.malware,80,execution
malware,apt_tidrone,dst-ioc,dst.malware,80,execution
malware,apt_tinyscouts,dst-ioc,dst.malware,80,execution
malware,apt_toddycat,dst-ioc,dst.malware,80,execution
malware,apt_tortoiseshell,dst-ioc,dst.malware,80,execution
malware,apt_transparenttribe,dst-ioc,dst.malware,80,execution
malware,apt_triangulation,dst-ioc,dst.malware,80,execution
malware,apt_turla,dst-ioc,dst.malware,80,execution
malware,apt_tvrms,dst-ioc,dst.malware,80,execution
malware,apt_twistedpanda,dst-ioc,dst.malware,80,execution
malware,apt_unc1151,dst-ioc,dst.malware,80,execution
malware,apt_unc215,dst-ioc,dst.malware,80,execution
malware,apt_unc2190,dst-ioc,dst.malware,80,execution
malware,apt_unc2447,dst-ioc,dst.malware,80,execution
malware,apt_unc2452,dst-ioc,dst.malware,80,execution
malware,apt_unc2465,dst-ioc,dst.malware,80,execution
malware,apt_unc2529,dst-ioc,dst.malware,80,execution
malware,apt_unc2565,dst-ioc,dst.malware,80,execution
malware,apt_unc2596,dst-ioc,dst.malware,80,execution
malware,apt_unc2814,dst-ioc,dst.malware,80,execution
malware,apt_unc2970,dst-ioc,dst.malware,80,execution
malware,apt_unc3500,dst-ioc,dst.malware,80,execution
malware,apt_unc3535,dst-ioc,dst.malware,80,execution
malware,apt_unc3886,dst-ioc,dst.malware,80,execution
malware,apt_unc3890,dst-ioc,dst.malware,80,execution
malware,apt_unc3966,dst-ioc,dst.malware,80,execution
malware,apt_unc4108,dst-ioc,dst.malware,80,execution
malware,apt_unc4166,dst-ioc,dst.malware,80,execution
malware,apt_unc4191,dst-ioc,dst.malware,80,execution
malware,apt_unc4210,dst-ioc,dst.malware,80,execution
malware,apt_unc4221,dst-ioc,dst.malware,80,execution
malware,apt_unc4553,dst-ioc,dst.malware,80,execution
malware,apt_unc4841,dst-ioc,dst.malware,80,execution
malware,apt_unc4899,dst-ioc,dst.malware,80,execution
malware,apt_unc4990,dst-ioc,dst.malware,80,execution
malware,apt_unc5174,dst-ioc,dst.malware,80,execution
malware,apt_unc5221,dst-ioc,dst.malware,80,execution
malware,apt_unc5537,dst-ioc,dst.malware,80,execution
malware,apt_unc5792,dst-ioc,dst.malware,80,execution
malware,apt_unc5812,dst-ioc,dst.malware,80,execution
malware,apt_unc5952,dst-ioc,dst.malware,80,execution
malware,apt_unc6293,dst-ioc,dst.malware,80,execution
malware,apt_unc6353,dst-ioc,dst.malware,80,execution
malware,apt_unc6691,dst-ioc,dst.malware,80,execution
malware,apt_unc961,dst-ioc,dst.malware,80,execution
malware,apt_unclassified,dst-ioc,dst.malware,80,execution
malware,apt_ush,dst-ioc,dst.malware,80,execution
malware,apt_vajraeleph,dst-ioc,dst.malware,80,execution
malware,apt_venomspider,dst-ioc,dst.malware,80,execution
malware,apt_vicesociety,dst-ioc,dst.malware,80,execution
malware,apt_viciouspanda,dst-ioc,dst.malware,80,execution
malware,apt_voidarachne,dst-ioc,dst.malware,80,execution
malware,apt_voidblizzard,dst-ioc,dst.malware,80,execution
malware,apt_volatilecedar,dst-ioc,dst.malware,80,execution
malware,apt_weakestlink,dst-ioc,dst.malware,80,execution
malware,apt_webky,dst-ioc,dst.malware,80,execution
malware,apt_whitecompany,dst-ioc,dst.malware,80,execution
malware,apt_wickedpanda,dst-ioc,dst.malware,80,execution
malware,apt_windshift,dst-ioc,dst.malware,80,execution
malware,apt_wintervivern,dst-ioc,dst.malware,80,execution
malware,apt_wirte,dst-ioc,dst.malware,80,execution
malware,apt_wuqiongdong,dst-ioc,dst.malware,80,execution
malware,apt_xdspy,dst-ioc,dst.malware,80,execution
malware,apt_xpath,dst-ioc,dst.malware,80,execution
malware,arackus,dst-ioc,dst.malware,80,execution
malware,arcane,dst-ioc,dst.malware,80,execution
malware,arcanedoor,dst-ioc,dst.malware,80,execution
malware,arec,dst-ioc,dst.malware,80,execution
malware,areses,dst-ioc,dst.malware,80,execution
malware,argonauts,dst-ioc,dst.malware,80,execution
malware,arkanix,dst-ioc,dst.malware,80,execution
malware,artro,dst-ioc,dst.malware,80,execution
malware,arvin,dst-ioc,dst.malware,80,execution
malware,aspire,dst-ioc,dst.malware,80,execution
malware,asruex,dst-ioc,dst.malware,80,execution
malware,astaroth,dst-ioc,dst.malware,80,execution
malware,astrobot,dst-ioc,dst.malware,80,execution
malware,athenahttp,dst-ioc,dst.malware,80,execution
malware,atilla,dst-ioc,dst.malware,80,execution
malware,atlantida,dst-ioc,dst.malware,80,execution
malware,atm_dispcash,dst-ioc,dst.malware,80,execution
malware,atmos,dst-ioc,dst.malware,80,execution
malware,atomlogger,dst-ioc,dst.malware,80,execution
malware,atomsilo,dst-ioc,dst.malware,80,execution
malware,atroposia,dst-ioc,dst.malware,80,execution
malware,attor,dst-ioc,dst.malware,80,execution
malware,aurotun,dst-ioc,dst.malware,80,execution
malware,autoit,dst-ioc,dst.malware,80,execution
malware,avrecon,dst-ioc,dst.malware,80,execution
malware,axespec,dst-ioc,dst.malware,80,execution
malware,axile,dst-ioc,dst.malware,80,execution
malware,axolotl,dst-ioc,dst.malware,80,execution
malware,axpergle,dst-ioc,dst.malware,80,execution
malware,aybo,dst-ioc,dst.malware,80,execution
malware,aztro,dst-ioc,dst.malware,80,execution
malware,babadeda,dst-ioc,dst.malware,80,execution
malware,babmote,dst-ioc,dst.malware,80,execution
malware,babybot,dst-ioc,dst.malware,80,execution
malware,babyduck,dst-ioc,dst.malware,80,execution
malware,bachosens,dst-ioc,dst.malware,80,execution
malware,backnet,dst-ioc,dst.malware,80,execution
malware,backoff,dst-ioc,dst.malware,80,execution
malware,badblock,dst-ioc,dst.malware,80,execution
malware,badiis,dst-ioc,dst.malware,80,execution
malware,balamid,dst-ioc,dst.malware,80,execution
malware,bamital,dst-ioc,dst.malware,80,execution
malware,bananasulfate,dst-ioc,dst.malware,80,execution
malware,bandit,dst-ioc,dst.malware,80,execution
malware,bankapol,dst-ioc,dst.malware,80,execution
malware,bankerclip,dst-ioc,dst.malware,80,execution
malware,bankerflux,dst-ioc,dst.malware,80,execution
malware,bankiacry,dst-ioc,dst.malware,80,execution
malware,bankpatch,dst-ioc,dst.malware,80,execution
malware,banload,dst-ioc,dst.malware,80,execution
malware,banprox,dst-ioc,dst.malware,80,execution
malware,banwarum,dst-ioc,dst.malware,80,execution
malware,barkio,dst-ioc,dst.malware,80,execution
malware,barys,dst-ioc,dst.malware,80,execution
malware,batloader,dst-ioc,dst.malware,80,execution
malware,bayrob,dst-ioc,dst.malware,80,execution
malware,bazarloader,dst-ioc,dst.malware,80,execution
malware,bbtok,dst-ioc,dst.malware,80,execution
malware,bby,dst-ioc,dst.malware,80,execution
malware,bbz,dst-ioc,dst.malware,80,execution
malware,beamwinhttp,dst-ioc,dst.malware,80,execution
malware,beapy,dst-ioc,dst.malware,80,execution
malware,bear,dst-ioc,dst.malware,80,execution
malware,bedep,dst-ioc,dst.malware,80,execution
malware,beebone,dst-ioc,dst.malware,80,execution
malware,belonard,dst-ioc,dst.malware,80,execution
malware,benzona,dst-ioc,dst.malware,80,execution
malware,bert,dst-ioc,dst.malware,80,execution
malware,bestafera,dst-ioc,dst.malware,80,execution
malware,betabot,dst-ioc,dst.malware,80,execution
malware,biskvit,dst-ioc,dst.malware,80,execution
malware,bitbyte,dst-ioc,dst.malware,80,execution
malware,bitshifter,dst-ioc,dst.malware,80,execution
malware,blackdolphin,dst-ioc,dst.malware,80,execution
malware,blackfield,dst-ioc,dst.malware,80,execution
malware,blackhole,dst-ioc,dst.malware,80,execution
malware,blacklotus,dst-ioc,dst.malware,80,execution
malware,blackmagic,dst-ioc,dst.malware,80,execution
malware,blackmoon,dst-ioc,dst.malware,80,execution
malware,blacknet,dst-ioc,dst.malware,80,execution
malware,blacknevas,dst-ioc,dst.malware,80,execution
malware,blacknote,dst-ioc,dst.malware,80,execution
malware,blackrota,dst-ioc,dst.malware,80,execution
malware,blackshades,dst-ioc,dst.malware,80,execution
malware,blackshadow,dst-ioc,dst.malware,80,execution
malware,blackshrantac,dst-ioc,dst.malware,80,execution
malware,blacksquid,dst-ioc,dst.malware,80,execution
malware,blackstrike,dst-ioc,dst.malware,80,execution
malware,blackteam,dst-ioc,dst.malware,80,execution
malware,blacktor,dst-ioc,dst.malware,80,execution
malware,blackwater,dst-ioc,dst.malware,80,execution
malware,blackworm,dst-ioc,dst.malware,80,execution
malware,blankgrabber,dst-ioc,dst.malware,80,execution
malware,blaze,dst-ioc,dst.malware,80,execution
malware,blister,dst-ioc,dst.malware,80,execution
malware,blitz,dst-ioc,dst.malware,80,execution
malware,blockbuster,dst-ioc,dst.malware,80,execution
malware,bloody,dst-ioc,dst.malware,80,execution
malware,bloored,dst-ioc,dst.malware,80,execution
malware,bluebot,dst-ioc,dst.malware,80,execution
malware,bluebox,dst-ioc,dst.malware,80,execution
malware,bluecrab,dst-ioc,dst.malware,80,execution
malware,bluefox,dst-ioc,dst.malware,80,execution
malware,blx,dst-ioc,dst.malware,80,execution
malware,bofamet,dst-ioc,dst.malware,80,execution
malware,bolek,dst-ioc,dst.malware,80,execution
malware,bolik,dst-ioc,dst.malware,80,execution
malware,bomber,dst-ioc,dst.malware,80,execution
malware,bonaci,dst-ioc,dst.malware,80,execution
malware,bonsoir,dst-ioc,dst.malware,80,execution
malware,boolka,dst-ioc,dst.malware,80,execution
malware,bootkitty,dst-ioc,dst.malware,80,execution
malware,borr,dst-ioc,dst.malware,80,execution
malware,boryptgrab,dst-ioc,dst.malware,80,execution
malware,bot_asus,dst-ioc,dst.malware,80,execution
malware,bot_mikrotik,dst-ioc,dst.malware,80,execution
malware,boteye,dst-ioc,dst.malware,80,execution
malware,boxclipper,dst-ioc,dst.malware,80,execution
malware,braodo,dst-ioc,dst.malware,80,execution
malware,brbbot,dst-ioc,dst.malware,80,execution
malware,bredolab,dst-ioc,dst.malware,80,execution
malware,breut,dst-ioc,dst.malware,80,execution
malware,brontok,dst-ioc,dst.malware,80,execution
malware,bronzestarlight,dst-ioc,dst.malware,80,execution
malware,bropass,dst-ioc,dst.malware,80,execution
malware,brotherhood,dst-ioc,dst.malware,80,execution
malware,brushaloader,dst-ioc,dst.malware,80,execution
malware,bsloader,dst-ioc,dst.malware,80,execution
malware,bubnix,dst-ioc,dst.malware,80,execution
malware,bucriv,dst-ioc,dst.malware,80,execution
malware,buer,dst-ioc,dst.malware,80,execution
malware,bughatch,dst-ioc,dst.malware,80,execution
malware,bulehero,dst-ioc,dst.malware,80,execution
malware,bundlebot,dst-ioc,dst.malware,80,execution
malware,bunnyloader,dst-ioc,dst.malware,80,execution
malware,buran,dst-ioc,dst.malware,80,execution
malware,butter,dst-ioc,dst.malware,80,execution
malware,byakugan,dst-ioc,dst.malware,80,execution
malware,cactustorch,dst-ioc,dst.malware,80,execution
malware,caesar,dst-ioc,dst.malware,80,execution
malware,calfbot,dst-ioc,dst.malware,80,execution
malware,camerashy,dst-ioc,dst.malware,80,execution
malware,can,dst-ioc,dst.malware,80,execution
malware,capturatela,dst-ioc,dst.malware,80,execution
malware,carberp,dst-ioc,dst.malware,80,execution
malware,carnavalheist,dst-ioc,dst.malware,80,execution
malware,casbaneiro,dst-ioc,dst.malware,80,execution
malware,caspersec,dst-ioc,dst.malware,80,execution
malware,cassiopeia,dst-ioc,dst.malware,80,execution
malware,cattore,dst-ioc,dst.malware,80,execution
malware,ccleaner_backdoor,dst-ioc,dst.malware,80,execution
malware,ceidpagelock,dst-ioc,dst.malware,80,execution
malware,celestial,dst-ioc,dst.malware,80,execution
malware,centurion,dst-ioc,dst.malware,80,execution
malware,cephalus,dst-ioc,dst.malware,80,execution
malware,cerbfyne,dst-ioc,dst.malware,80,execution
malware,cerbu,dst-ioc,dst.malware,80,execution
malware,cereals,dst-ioc,dst.malware,80,execution
malware,certishell,dst-ioc,dst.malware,80,execution
malware,chainshot,dst-ioc,dst.malware,80,execution
malware,changeup,dst-ioc,dst.malware,80,execution
malware,chanitor,dst-ioc,dst.malware,80,execution
malware,chasebot,dst-ioc,dst.malware,80,execution
malware,cherryloader,dst-ioc,dst.malware,80,execution
malware,cheshire,dst-ioc,dst.malware,80,execution
malware,chewbacca,dst-ioc,dst.malware,80,execution
malware,chicxulub,dst-ioc,dst.malware,80,execution
malware,chimerabot,dst-ioc,dst.malware,80,execution
malware,chimneysweep,dst-ioc,dst.malware,80,execution
malware,chinachopper,dst-ioc,dst.malware,80,execution
malware,chinoxy,dst-ioc,dst.malware,80,execution
malware,chisbur,dst-ioc,dst.malware,80,execution
malware,chort,dst-ioc,dst.malware,80,execution
malware,chromelevator,dst-ioc,dst.malware,80,execution
malware,chromeloader,dst-ioc,dst.malware,80,execution
malware,chthonic,dst-ioc,dst.malware,80,execution
malware,ciadoor,dst-ioc,dst.malware,80,execution
malware,cinasquel,dst-ioc,dst.malware,80,execution
malware,cinobi,dst-ioc,dst.malware,80,execution
malware,ciphbit,dst-ioc,dst.malware,80,execution
malware,cipherforce,dst-ioc,dst.malware,80,execution
malware,cleanup,dst-ioc,dst.malware,80,execution
malware,clearwater,dst-ioc,dst.malware,80,execution
malware,clipsa,dst-ioc,dst.malware,80,execution
malware,cloudeye,dst-ioc,dst.malware,80,execution
malware,cloudstalker,dst-ioc,dst.malware,80,execution
malware,coalabot,dst-ioc,dst.malware,80,execution
malware,cobalt,dst-ioc,dst.malware,80,execution
malware,cobint,dst-ioc,dst.malware,80,execution
malware,coffeeloader,dst-ioc,dst.malware,80,execution
malware,coinbasecartel,dst-ioc,dst.malware,80,execution
malware,coinloader,dst-ioc,dst.malware,80,execution
malware,cold,dst-ioc,dst.malware,80,execution
malware,colibriloader,dst-ioc,dst.malware,80,execution
malware,collector,dst-ioc,dst.malware,80,execution
malware,cometer,dst-ioc,dst.malware,80,execution
malware,contopee,dst-ioc,dst.malware,80,execution
malware,cookiest,dst-ioc,dst.malware,80,execution
malware,cooming,dst-ioc,dst.malware,80,execution
malware,corebot,dst-ioc,dst.malware,80,execution
malware,cosmicstrand,dst-ioc,dst.malware,80,execution
malware,countloader,dst-ioc,dst.malware,80,execution
malware,couponarific,dst-ioc,dst.malware,80,execution
malware,cova,dst-ioc,dst.malware,80,execution
malware,crackonosh,dst-ioc,dst.malware,80,execution
malware,crapsomware,dst-ioc,dst.malware,80,execution
malware,cratedepression,dst-ioc,dst.malware,80,execution
malware,crazyhunter,dst-ioc,dst.malware,80,execution
malware,creal,dst-ioc,dst.malware,80,execution
malware,criakl,dst-ioc,dst.malware,80,execution
malware,cridex,dst-ioc,dst.malware,80,execution
malware,crilock,dst-ioc,dst.malware,80,execution
malware,crip,dst-ioc,dst.malware,80,execution
malware,cripto,dst-ioc,dst.malware,80,execution
malware,cryakl,dst-ioc,dst.malware,80,execution
malware,crylocker,dst-ioc,dst.malware,80,execution
malware,cryp70n1c0d3,dst-ioc,dst.malware,80,execution
malware,cryptbot,dst-ioc,dst.malware,80,execution
malware,cryptfile2,dst-ioc,dst.malware,80,execution
malware,cryptinfinite,dst-ioc,dst.malware,80,execution
malware,cryptnet,dst-ioc,dst.malware,80,execution
malware,crypto24,dst-ioc,dst.malware,80,execution
malware,cryptoclippy,dst-ioc,dst.malware,80,execution
malware,cryptocroc,dst-ioc,dst.malware,80,execution
malware,cryptodefense,dst-ioc,dst.malware,80,execution
malware,cryptoshield,dst-ioc,dst.malware,80,execution
malware,cryptxxx,dst-ioc,dst.malware,80,execution
malware,cube,dst-ioc,dst.malware,80,execution
malware,cylance,dst-ioc,dst.malware,80,execution
malware,cypress,dst-ioc,dst.malware,80,execution
malware,cythosia,dst-ioc,dst.malware,80,execution
malware,d1onis,dst-ioc,dst.malware,80,execution
malware,d4rk4rmy,dst-ioc,dst.malware,80,execution
malware,dailyscriptlet,dst-ioc,dst.malware,80,execution
malware,damoclis,dst-ioc,dst.malware,80,execution
malware,dangerous,dst-ioc,dst.malware,80,execution
malware,danji,dst-ioc,dst.malware,80,execution
malware,daolpu,dst-ioc,dst.malware,80,execution
malware,darkcloud,dst-ioc,dst.malware,80,execution
malware,darkddoser,dst-ioc,dst.malware,80,execution
malware,darkeye,dst-ioc,dst.malware,80,execution
malware,darkgate,dst-ioc,dst.malware,80,execution
malware,darkhole,dst-ioc,dst.malware,80,execution
malware,darkirc,dst-ioc,dst.malware,80,execution
malware,darkleak,dst-ioc,dst.malware,80,execution
malware,darkloader,dst-ioc,dst.malware,80,execution
malware,darkmoon,dst-ioc,dst.malware,80,execution
malware,darkpower,dst-ioc,dst.malware,80,execution
malware,darkshell,dst-ioc,dst.malware,80,execution
malware,darkshinigamis,dst-ioc,dst.malware,80,execution
malware,darktortilla,dst-ioc,dst.malware,80,execution
malware,darkvault,dst-ioc,dst.malware,80,execution
malware,darkvision,dst-ioc,dst.malware,80,execution
malware,darkvnc,dst-ioc,dst.malware,80,execution
malware,darkware,dst-ioc,dst.malware,80,execution
malware,darkwatchman,dst-ioc,dst.malware,80,execution
malware,darkylock,dst-ioc,dst.malware,80,execution
malware,darth,dst-ioc,dst.malware,80,execution
malware,datacarry,dst-ioc,dst.malware,80,execution
malware,datakeeper,dst-ioc,dst.malware,80,execution
malware,deadbolt,dst-ioc,dst.malware,80,execution
malware,deadglyph,dst-ioc,dst.malware,80,execution
malware,deadnetbot,dst-ioc,dst.malware,80,execution
malware,deathlocker,dst-ioc,dst.malware,80,execution
malware,defray,dst-ioc,dst.malware,80,execution
malware,defru,dst-ioc,dst.malware,80,execution
malware,deftloader,dst-ioc,dst.malware,80,execution
malware,delfloader,dst-ioc,dst.malware,80,execution
malware,delshad,dst-ioc,dst.malware,80,execution
malware,denizkizi,dst-ioc,dst.malware,80,execution
malware,denonia,dst-ioc,dst.malware,80,execution
malware,deprimon,dst-ioc,dst.malware,80,execution
malware,derialock,dst-ioc,dst.malware,80,execution
malware,desolator,dst-ioc,dst.malware,80,execution
malware,destiny,dst-ioc,dst.malware,80,execution
malware,destory,dst-ioc,dst.malware,80,execution
malware,destruktor,dst-ioc,dst.malware,80,execution
malware,detroie,dst-ioc,dst.malware,80,execution
malware,devilshadow,dst-ioc,dst.malware,80,execution
malware,devilstongue,dst-ioc,dst.malware,80,execution
malware,devman,dst-ioc,dst.malware,80,execution
malware,dexter,dst-ioc,dst.malware,80,execution
malware,diavlo,dst-ioc,dst.malware,80,execution
malware,diavol,dst-ioc,dst.malware,80,execution
malware,diddy,dst-ioc,dst.malware,80,execution
malware,diez,dst-ioc,dst.malware,80,execution
malware,dimnie,dst-ioc,dst.malware,80,execution
malware,dior,dst-ioc,dst.malware,80,execution
malware,dircrypt,dst-ioc,dst.malware,80,execution
malware,dirtjump,dst-ioc,dst.malware,80,execution
malware,discordgrabber,dst-ioc,dst.malware,80,execution
malware,dmalocker,dst-ioc,dst.malware,80,execution
malware,dmsniff,dst-ioc,dst.malware,80,execution
malware,dmsspy,dst-ioc,dst.malware,80,execution
malware,dnsbirthday,dst-ioc,dst.malware,80,execution
malware,dnschanger,dst-ioc,dst.malware,80,execution
malware,dnstrojan,dst-ioc,dst.malware,80,execution
malware,dockerhub_malrepos,dst-ioc,dst.malware,80,execution
malware,doenerium,dst-ioc,dst.malware,80,execution
malware,dofoil,dst-ioc,dst.malware,80,execution
malware,doge,dst-ioc,dst.malware,80,execution
malware,dohdoor,dst-ioc,dst.malware,80,execution
malware,domen,dst-ioc,dst.malware,80,execution
malware,donex,dst-ioc,dst.malware,80,execution
malware,donut,dst-ioc,dst.malware,80,execution
malware,dopplepaymer,dst-ioc,dst.malware,80,execution
malware,doraemon,dst-ioc,dst.malware,80,execution
malware,dorifel,dst-ioc,dst.malware,80,execution
malware,dorkbot,dst-ioc,dst.malware,80,execution
malware,dorshel,dst-ioc,dst.malware,80,execution
malware,dorv,dst-ioc,dst.malware,80,execution
malware,dotrunpex,dst-ioc,dst.malware,80,execution
malware,doublefinger,dst-ioc,dst.malware,80,execution
malware,doubleguns,dst-ioc,dst.malware,80,execution
malware,doubleloader,dst-ioc,dst.malware,80,execution
malware,dracula,dst-ioc,dst.malware,80,execution
malware,dragonforce,dst-ioc,dst.malware,80,execution
